Province,Barangay,ZIP Code
Leyte,Mahaplag,6512
Leyte,Matag-ob,6532
Leyte,Matalom,6526
Leyte,Mayorga,6507
Leyte,Merida,6540
Leyte,Ormoc City,6541
Leyte,Palo,6501
Leyte,Palompon,6538
Leyte,Pastrana,6514
Leyte,San Isidro,6535
Leyte,San Miguel,6518
Leyte,Sta. Fe,6513
Leyte,Tabango,6536
Leyte,Tabontabon,6504
Leyte,Tacloban City,6500
Leyte,Tanauan,6502
Leyte,Tolosa,6503
Leyte,Tunga,6528
Leyte,Villaba,6537
Maguindanao,Ampatuan,9609
Maguindanao,Barira,9614
Maguindanao,Buldon,9615
Maguindanao,Buluan,9616
Maguindanao,Cotabato City,9600
Maguindanao,Datu Odin Sinsuat (Dinaig),9601
Maguindanao,Datu Paglas,9617
Maguindanao,Datu Piang,9607
Maguindanao,Datu Abdullah Sangki,9621
Maguindanao,Datu Anggal Midtimbang,9622
Maguindanao,Datu Blah T. Sinsuat,9623
Maguindanao,Datu Hoffer Ampatuan,9624
Maguindanao,Datu Montawal (formerly Pagagawan),9631
Maguindanao,Datu Salibo,9625
Maguindanao,Datu Saudi-Ampatuan,9626
Maguindanao,Datu Unsay,9627
Maguindanao,General Salipada K. Pendatun,9618
Maguindanao,Guindulungan,9628
Maguindanao,Kabuntulan,9606
Maguindanao,Shariff Aguak (formerly Maganoy),9608
Maguindanao,Mamasapano,9629
Maguindanao,Mangudadatu,9620
Maguindanao,Matanog,9613
Maguindanao,Northern Kabuntalan,9630
Maguindanao,Paglat,9632
Maguindanao,Pandag,9633
Maguindanao,Pagalungan,9610
Maguindanao,Parang,9604
Maguindanao,Rajah Buayan,9634
Maguindanao,Shariff Saydona Mustapha,9635
Maguindanao,Sultan Mastura,9636
Maguindanao,Sultan Sumagka (formerly Talitay),9637
Maguindanao,South Upi,9603
Maguindanao,Sultan Kudarat,9605
Maguindanao,Sultan Sa Barongis,9611
Maguindanao,Talayan,9612
Maguindanao,Upi,9602
Marinduque,Boac,4900
Marinduque,Buenavista,4904
Marinduque,Gasan,4905
Marinduque,Mogpog,4901
Marinduque,Sta. Cruz,4902
Marinduque,Torrijos,4903
Masbate,Aroroy,5414
Masbate,Baleno,5413
Masbate,Balud,5412
Masbate,Batuan,5415
Masbate,Buenavista,5421
Masbate,Cataingan,5405
Masbate,Cawayan,5409
Masbate,Claveria,5419
Masbate,Dimasalang,5403
Masbate,Esperanza,5407
Masbate,Mandaon,5411
Masbate,Masbate,5400
Masbate,Milagros,5410
Masbate,Mobo,5401
Masbate,Monreal,5418
Masbate,Palanas,5404
Masbate,Pio V. Corpuz,5406
Masbate,Placer,5408
Masbate,San Fernando,5416
Masbate,San Jacinto,5417
Masbate,San Pascual,5420
Masbate,Uson,5402
Misamis Occidental,Aloran,7206
Misamis Occidental,Baliangao,7211
Misamis Occidental,Bonifacio,7215
Misamis Occidental,Calamba,7210
Misamis Occidental,Clarin,7201
Misamis Occidental,Concepcion,7213
Misamis Occidental,Don Victoriano Chiongbian,7216
Misamis Occidental,Jimenez,7204
Misamis Occidental,Lopez Jaena,7208
Misamis Occidental,Oroquieta City,7207
Misamis Occidental,Ozamis City,7200
Misamis Occidental,Panaon,7205
Misamis Occidental,Plaridel,7209
Misamis Occidental,Sapang dalaga,7212
Misamis Occidental,Sinacaban,7203
Misamis Occidental,Tangub City,7214
Misamis Occidental,Tudela,7202
Misamis Oriental,Alubijid,9018
Misamis Oriental,Balingasag,9005
Misamis Oriental,Balingoan,9011
Misamis Oriental,Binuangan,9008
Misamis Oriental,Cagayan de Oro City,9000
Misamis Oriental,Claveria,9004
Misamis Oriental,El Salvador,9017
Misamis Oriental,Gingoog City,9014
Misamis Oriental,Gitagum,9020
Misamis Oriental,Initao,9022
Misamis Oriental,Jasaan,9003
Misamis Oriental,Kinoguitan,9010
Misamis Oriental,Laguindingan,9019
Misamis Oriental,Lagonglong,9006
Misamis Oriental,Libertad,9021
Misamis Oriental,Lugait,9025
Misamis Oriental,Magsaysay,9015
Misamis Oriental,Manticao,9024
Misamis Oriental,Medina,9013
Misamis Oriental,Naawan,9023
Misamis Oriental,Opol,9016
Misamis Oriental,Salay,9007
Misamis Oriental,Sugbongcogon,9009
Misamis Oriental,Tagoloan,9001
Misamis Oriental,Talisayan,9012
Misamis Oriental,Villanueva,9002
Mountain Province,Barlig,2623
Mountain Province,Baukod,2621
Mountain Province,Besao,2618
Mountain Province,Bontoc,2616
Mountain Province,Natonin,2624
Mountain Province,Paracelis,2625
Mountain Province,Sabangan,2622
Mountain Province,Sadanga,2617
Mountain Province,Sagada,2619
Mountain Province,Tadian,2620
Negros Occidental,Bacolod City,6100
Negros Occidental,Bago City,6101
Negros Occidental,Binalbagan,6107
Negros Occidental,Cadiz City,6121
Negros Occidental,Calatrava,6126
Negros Occidental,Candoni,6110
Negros Occidental,Cauayan,6112
Negros Occidental,Don Salvador Benedicto,6133
Negros Occidental,Enrique Magalona,6118
Negros Occidental,Escalante,6124
Negros Occidental,Himamaylan,6108
Negros Occidental,Hinigaran,6106
Negros Occidental,Hinoba-an,6114
Negros Occidental,Ilog,6109
Negros Occidental,Isabela,6128
Negros Occidental,Kabankalan,6111
Negros Occidental,La Carlota City,6130
Negros Occidental,La Castellana,6131
Negros Occidental,Manapla,6120
Negros Occidental,Moises Padilla,6132
Negros Occidental,Murcia,6129
Negros Occidental,Paraiso (Fabrica),6123
Negros Occidental,Pontevedra,6105
Negros Occidental,Pulupandan,6102
Negros Occidental,Sagay,6122
Negros Occidental,San Carlos City,6127
Negros Occidental,San Enrique,6104
Negros Occidental,Silay City,6116
Negros Occidental,Silay Hawaiian Central,6117
Negros Occidental,Sipalay,6113
Negros Occidental,Talisay,6115
Negros Occidental,Toboso,6125
Negros Occidental,Valladolid,6103
Negros Occidental,Victorias,6119
Negros Oriental,Amlan,6203
Negros Oriental,Ayungon,6210
Negros Oriental,Bacung,6216
Negros Oriental,Bais City,6206
Negros Oriental,Basay,6222
Negros Oriental,Bayawan,6221
Negros Oriental,Bindoy,6209
Negros Oriental,Canlaon City,6223
Negros Oriental,Dauin,6217
Negros Oriental,Dumaguete City,6200
Negros Oriental,Guihulngan,6214
Negros Oriental,Jimalalud,6212
Negros Oriental,La Libertad,6213
Negros Oriental,Mabinay,6207
Negros Oriental,Manjuyod,6208
Negros Oriental,Pamplona,6205
Negros Oriental,San Jose,6202
Negros Oriental,Siaton,6219
Negros Oriental,Sibulan,6201
Negros Oriental,Sta. Catalina,6220
Negros Oriental,Tanjay,6204
Negros Oriental,Tayasan,6211
Negros Oriental,Valencia,6215
Negros Oriental,Valle hermoso,6224
Negros Oriental,Zamboanguita,6218
North Cotabato,Alamada,9413
North Cotabato,Aleosan,9415
North Cotabato,Antipas,9414
North Cotabato,Arakan,9417
North Cotabato,Banisilan,9416
North Cotabato,Carmen,9408
North Cotabato,Kabacan,9407
North Cotabato,Kidapawan,9400
North Cotabato,Libungan,9411
North Cotabato,Magpet,9404
North Cotabato,Makilala,9401
North Cotabato,Matalam,9406
North Cotabato,Midsayap,9410
North Cotabato,M'lang,9402
North Cotabato,Pigkawayan,9412
North Cotabato,Pikit,9409
North Cotabato,Pre. Roxas,9405
North Cotabato,Tulunan,9403
Northern Samar,Allen,6405
Northern Samar,Biri,6410
Northern Samar,Bobon,6401
Northern Samar,Capul,6408
Northern Samar,Catarman,6400
Northern Samar,Catubig,6418
Northern Samar,Gamay,6422
Northern Samar,Las Navas,6420
Northern Samar,Laoang,6411
Northern Samar,Lapineg,6423
Northern Samar,Lavezares,6404
Northern Samar,Lope de Vega,6403
Northern Samar,Mapanas,6412
Northern Samar,Mondragon,6417
Northern Samar,Palapag,6421
Northern Samar,Pambujan,6413
Northern Samar,Rosario,6416
Northern Samar,San Antonio,6407
Northern Samar,San Isidro,6409
Northern Samar,San Jose,6402
Northern Samar,San Roque,6415
Northern Samar,San Vicente,6419
Northern Samar,Silvino Lobos,6414
Northern Samar,Victoria,6406
Nueva Ecija,Aliaga,3111
Nueva Ecija,Bongabon,3128
Nueva Ecija,Cabanatuan City,3100
Nueva Ecija,Cabiao,3107
Nueva Ecija,Carrangalan,3123
Nueva Ecija,Central Luzon State University,3120
Nueva Ecija,Cuyapo,3117
Nueva Ecija,Fort Magsaysay,3130
Nueva Ecija,Gabaldon,3131
Nueva Ecija,Gapan City,3105
Nueva Ecija,Gen. M. Natividad,3125
Nueva Ecija,Gen. Tinio,3104
Nueva Ecija,Guimba,3115
Nueva Ecija,Jaen,3109
Nueva Ecija,Laur,3129
Nueva Ecija,Licab,3112
Nueva Ecija,Llanera,3126
Nueva Ecija,Lupao,3122
Nueva Ecija,Muñoz,3119
Nueva Ecija,Nampicuan,3116
Nueva Ecija,Palayan City,3132
Nueva Ecija,Pantabangan,3124
Nueva Ecija,Peñaranda,3103
Nueva Ecija,Quezon,3113
Nueva Ecija,Rizal,3127
Nueva Ecija,San Antonio,3108
Nueva Ecija,San Isidro,3106
Nueva Ecija,San Jose City,3121
Nueva Ecija,San Leonardo,3102
Nueva Ecija,Sta. Rosa,3101
Nueva Ecija,Sto. Domingo,3133
Nueva Ecija,Talavera,3114
Nueva Ecija,Talugtog,3118
Nueva Ecija,Zaragoza,3110
Nueva Vizcaya,Alfonso Castañeda,3714
Nueva Vizcaya,Ambaguio,3701
Nueva Vizcaya,Aritao,3704
Nueva Vizcaya,Bagabag,3711
Nueva Vizcaya,Bambang,3702
Nueva Vizcaya,Bayombong,3700
Nueva Vizcaya,Diadi,3712
Nueva Vizcaya,Dupax del Norte,3706
Nueva Vizcaya,Dupax del Sur,3707
Nueva Vizcaya,Kasibu,3703
Nueva Vizcaya,Kayapa,3708
Nueva Vizcaya,Quezon,3713
Nueva Vizcaya,Solano,3709
Nueva Vizcaya,Sta. Fe,3705
Nueva Vizcaya,Villaverde,3710
Occidental Mindoro,Abra de Ilog,5108
Occidental Mindoro,Calintaan,5102
Occidental Mindoro,Looc,5111
Occidental Mindoro,Lubang,5109
Occidental Mindoro,Magsaysay,5101
Occidental Mindoro,Mamburao,5106
Occidental Mindoro,Palauan,5107
Occidental Mindoro,Rizal,5103
Occidental Mindoro,Sablayan,5104
Occidental Mindoro,San Jose,5100
Occidental Mindoro,Sta. Cruz,5105
Occidental Mindoro,Tilik,5110
Oriental Mindoro,Baco,5201
Oriental Mindoro,Bansud,5210
Oriental Mindoro,Bongabong,5211
Oriental Mindoro,Bulalacao,5214
Oriental Mindoro,Calapan,5200
Oriental Mindoro,Gloria,5209
Oriental Mindoro,Mansalay,5213
Oriental Mindoro,Naujan,5204
Oriental Mindoro,Pinamalayan,5208
Oriental Mindoro,Pola,5206
Oriental Mindoro,Puerto Galera,5203
Oriental Mindoro,Roxas,5212
Oriental Mindoro,San Teodoro,5202
Oriental Mindoro,Socorro,5207
Oriental Mindoro,Victoria,5205
Palawan,Aborlan,5302
Palawan,Agutaya,5320
Palawan,Araceli,5311
Palawan,Balabac,5307
Palawan,Batazara,5306
Palawan,Brooke's Point,5305
Palawan,Busuanga,5317
Palawan,Cagayancillo,5321
Palawan,Coron,5316
Palawan,Culion,5315
Palawan,Cuyo,5318
Palawan,Dumaran,5310
Palawan,El Nido (Baquit),5313
Palawan,Iwahig Penal Colony,5301
Palawan,Kalayaan,5322
Palawan,Linapacan,5314
Palawan,Magsaysay,5319
Palawan,Narra (Panacan),5303
Palawan,Puerto Princesa City,5300
Palawan,Quezon,5304
Palawan,Roxas,5308
Palawan,Rizal (Marcos),5323
Palawan,San Vicente,5309
Palawan,Sofronio Española,5324
Palawan,Taytay,5312
Pampanga,Angeles City,2009
Pampanga,Apalit,2016
Pampanga,Arayat,2012
Pampanga,Bacolor,2001
Pampanga,Balibago,2024
Pampanga,Basa airbase,2007
Pampanga,Candaba,2013
Pampanga,"CSEZ, Clark",2023
Pampanga,"Dau, Mabalacat",2026
Pampanga,Floridablanca,2006
Pampanga,Guagua,2003
Pampanga,Lubao,2005
Pampanga,Mabalacat,2010
Pampanga,Macabebe,2018
Pampanga,Magalang,2011
Pampanga,Masantol,2017
Pampanga,Mexico,2021
Pampanga,Minalin,2019
Pampanga,Porac,2008
Pampanga,San Fernando,2000
Pampanga,San Luis,2014
Pampanga,San simon,2015
Pampanga,Sexmoan (Sasmuan),2004
Pampanga,Sta. Ana,2022
Pampanga,"Sta. Cruz, Lubao",2025
Pampanga,Sta. Rita,2002
Pampanga,Sto. Tomas,2020
Pangasinan,Agno,2408
Pangasinan,Aguilar,2415
Pangasinan,Alaminos,2404
Pangasinan,Alcala,2425
Pangasinan,Anda,2405
Pangasinan,Asingan,2439
Pangasinan,Balungao,2442
Pangasinan,Bani,2407
Pangasinan,Basista,2422
Pangasinan,Bautista,2424
Pangasinan,Bayambang,2423
Pangasinan,Binalonan,2436
Pangasinan,Binmaley,2417
Pangasinan,Bolinao,2406
Pangasinan,Bugallon,2416
Pangasinan,Burgos,2410
Pangasinan,Calasiao,2418
Pangasinan,Dagupan City,2400
Pangasinan,Dasol,2411
Pangasinan,Infanta,2412
Pangasinan,Labrador,2402
Pangasinan,Laoac,2437
Pangasinan,Lingayen,2401
Pangasinan,Mabini,2409
Pangasinan,Malasiqui,2421
Pangasinan,Manaoag,2430
Pangasinan,Mangaldan,2432
Pangasinan,Mangatarem,2413
Pangasinan,Mapandan,2429
Pangasinan,Natividad,2446
Pangasinan,Pozorrubio,2435
Pangasinan,Rosales,2441
Pangasinan,San Carlos City,2420
Pangasinan,San Fabian,2433
Pangasinan,San Jacinto,2431
Pangasinan,San Manuel,2438
Pangasinan,San Nicolas,2447
Pangasinan,San Quintin,2444
Pangasinan,Sison,2434
Pangasinan,Sta. Barbara,2419
Pangasinan,Sta. Maria,2440
Pangasinan,Sto. Tomas,2426
Pangasinan,Sual,2403
Pangasinan,Tayug,2445
Pangasinan,Umingan,2443
Pangasinan,Urbiztondo,2414
Pangasinan,Urdaneta,2428
Pangasinan,Villasis,2427
Quezon Province,Agdangan,4304
Quezon Province,Alabat,4333
Quezon Province,Atimonan,4331
Quezon Province,Buenavista,4320
Quezon Province,Burdeos,4340
Quezon Province,Calauag,4318
Quezon Province,Candelaria,4323
Quezon Province,Catanauan,4311
Quezon Province,Dolores,4326
Quezon Province,General Luna,4310
Quezon Province,General Nakar,4338
Quezon Province,Guinayangan,4319
Quezon Province,Gumaca,4307
Quezon Province,Hondagua,4317
Quezon Province,Infanta,4336
Quezon Province,Jomalig,4342
Quezon Province,Lopez,4316
Quezon Province,Lucban,4328
Quezon Province,Lucena City,4301
Quezon Province,Macalelon,4309
Quezon Province,Mauban,4330
Quezon Province,Mulanay,4312
Quezon Province,Padre Burgos,4303
Quezon Province,Pagbilao,4302
Quezon Province,Panukulan,4337
Quezon Province,Patnanungan,4341
Quezon Province,Perez,4334
Quezon Province,Pitogo,4308
Quezon Province,Plaridel,4306
Quezon Province,Polilio,4339
Quezon Province,Quezon,4332
Quezon Province,Quezon Capitol,4300
Quezon Province,Real,4335
Quezon Province,Sampaloc,4329
Quezon Province,San Andres,4314
Quezon Province,San Antonio,4324
Quezon Province,San Francisco,4315
Quezon Province,San Narciso,4313
Quezon Province,Sariaya,4322
Quezon Province,Tagkawayan,4321
Quezon Province,Tayabas,4327
Quezon Province,Tiaong,4325
Quezon Province,Unisan,4305
Quirino,Aglipay,3403
Quirino,Cabarroguis,3400
Quirino,Diffun,3401
Quirino,Maddela,3404
Quirino,Nagtipunan,3405
Quirino,Saguday,3402
Rizal Province,Angono,1930
Rizal Province,Antipolo,1870
Rizal Province,Bagong Nayon (Cogeo),1872
Rizal Province,Baras,1970
Rizal Province,Binangonan,1940
Rizal Province,Cainta,1900
Rizal Province,Cardona,1950
Rizal Province,Cupang,1873
Rizal Province,Jala-Jala,1990
Rizal Province,Langhaya,1874
Rizal Province,Mambagat,1875
Rizal Province,Mayamot,1871
Rizal Province,Montalban (Rodriguez),1860
Rizal Province,Morong,1960
Rizal Province,Pilillia,1910
Rizal Province,San Mateo,1850
Rizal Province,Tanay,1980
Rizal Province,Taytay,1920
Rizal Province,Teresa,1880
Romblon,Alcantara,5509
Romblon,Banton (Jones),5515
Romblon,Cajidiocan,5512
Romblon,Calatrava,5503
Romblon,Concepcion,5516
Romblon,Corcuera,5514
Romblon,Ferrol,5506
Romblon,Sta. Maria (formerly Imelda),5502
Romblon,Looc,5507
Romblon,Magdiwang,5511
Romblon,Odiongan,5505
Romblon,Romblon,5500
Romblon,San Agustin,5501
Romblon,San Andres,5504
Romblon,San fernando,5513
Romblon,San Jose,5510
Romblon,Sta. Fe,5508
Samar,Almagro,6724
Samar,Basey,6720
Samar,Calbayog City,6710
Samar,Calbiga,6715
Samar,Catbalogan,6700
Samar,Daram,6722
Samar,Gandara,6706
Samar,Hinabangan,6713
Samar,Jiabong,6701
Samar,Marabut,6721
Samar,Matuguinao,6708
Samar,Motiong,6702
Samar,Pagsanghan,6705
Samar,Pinabacdao,6716
Samar,San Jorge,6707
Samar,San Jose de Buan,6723
Samar,San Sebastian,6714
Samar,Sta. Margarita,6709
Samar,Sta. Rita,6718
Samar,Sto. Niño,6711
Samar,Tagapul-an,6712
Samar,Talalora,6719
Samar,Tarangnan,6704
Samar,Villareal,6717
Samar,Wright,6703
Samar,Zumarraga,6725
Sarangani,Alabel,9501
Sarangani,Glan,9517
Sarangani,Kiamba,9514
Sarangani,Maasim,9502
Sarangani,Maitum,9515
Sarangani,Malapatan,9516
Sarangani,Malungon,9503
Siquijor,Enrique Villanueva,6230
Siquijor,Larena,6226
Siquijor,Lazi,6228
Siquijor,Maria,6229
Siquijor,San Juan,6227
Siquijor,Siquijor,6225
Sorsogon,Bacon,4701
Sorsogon,Barcelona,4712
Sorsogon,Bulan,4706
Sorsogon,Bulusan,4704
Sorsogon,Casiguran,4702
Sorsogon,Castilla,4713
Sorsogon,Donsol,4715
Sorsogon,Gubat,4710
Sorsogon,Irosin,4707
Sorsogon,Juban,4703
Sorsogon,Magallanes,4705
Sorsogon,Matnog,4708
Sorsogon,Pilar,4714
Sorsogon,Prieto Diaz,4711
Sorsogon,Sorsogon,4700
Sorsogon,Sta. Magdalena,4709
South Cotabato,Banga,9511
South Cotabato,General Santos City,9500
South Cotabato,Koronadal,9506
South Cotabato,Lake Sebu,9518
South Cotabato,Norala,9508
South Cotabato,Polomolok,9504
South Cotabato,Sto. Niño,9509
South Cotabato,Surallah,9512
South Cotabato,Tampakan,9507
South Cotabato,Tantangan,9510
South Cotabato,T'boli,9513
South Cotabato,Tupi,9505
Southern Leyte,Anahawan,6610
Southern Leyte,Bontoc,6604
Southern Leyte,Hinunangan,6608
Southern Leyte,Hinundayan,6609
Southern Leyte,Libagon,6615
Southern Leyte,Liloan,6612
Southern Leyte,Limasawa,6618
Southern Leyte,Maasin,6600
Southern Leyte,Macrohon,6601
Southern Leyte,Malitbog,6603
Southern Leyte,Padre Burgos,6602
Southern Leyte,Pintuyan,6614
Southern Leyte,San Francisco,6613
Southern Leyte,San Juan (Cabalian),6611
Southern Leyte,San Ricardo,6617
Southern Leyte,Silago,6607
Southern Leyte,Sogod,6606
Southern Leyte,St. Bernard,6616
Southern Leyte,Tomas Oppus,6605
Sultan Kudarat,Bagumbayan,9810
Sultan Kudarat,Columbio,9801
Sultan Kudarat,Esperanza (Ampatuan),9806
Sultan Kudarat,Isulan,9805
Sultan Kudarat,Kalamansig,9808
Sultan Kudarat,Lebak (Salaman),9807
Sultan Kudarat,Lutayan,9803
Sultan Kudarat,Mariano Marcos,9802
Sultan Kudarat,Palimbang,9809
Sultan Kudarat,Pres. Quirino,9804
Sultan Kudarat,Sen. Ninoy Aquino,9811
Sultan Kudarat,Tacurong,9800
Sulu,Banguingui (formerly Tongkil),7406
Sulu,Hadji Panglima Tahil (formerly Marungas),7413
Sulu,Indanan,7407
Sulu,Jolo,7400
Sulu,Kalingalan Kalauang,7416
Sulu,Lugus,7411
Sulu,Luuk,7404
Sulu,Maimbung,7409
Sulu,Omar,7417
Sulu,Panamao,7402
Sulu,Pandami,7418
Sulu,Panglima Estino,7415
Sulu,Panguntaran,7414
Sulu,Parang,7408
Sulu,Pata,7405
Sulu,Patikul,7401
Sulu,Siasi,7412
Sulu,Talipao,7403
Sulu,Tapul,7410
Surigao del Norte,Alegria,8425
Surigao del Norte,Bacuag,8408
Surigao del Norte,Burgos,8424
Surigao del Norte,Claver,8410
Surigao del Norte,Dapa,8417
Surigao del Norte,Del Carmen,8418
Surigao del Norte,Gen. Luna,8419
Surigao del Norte,Gigaquit,8409
Surigao del Norte,Mainit,8407
Surigao del Norte,Malimono,8402
Surigao del Norte,Pilar,8420
Surigao del Norte,Placer,8405
Surigao del Norte,San Benito,8423
Surigao del Norte,San Francisco,8401
Surigao del Norte,San Isidro,8421
Surigao del Norte,Sison,8404
Surigao del Norte,Socorro,8416
Surigao del Norte,Sta. Monica,8422
Surigao del Norte,Surigao City,8400
Surigao del Norte,Tagana-an,8403
Surigao del Norte,Tubod,8406
Surigao del Sur,Barobo,8309
Surigao del Sur,Bayabas,8303
Surigao del Sur,Bislig,8311
Surigao del Sur,Cagwait,8304
Surigao del Sur,Cantilan,8317
Surigao del Sur,Carmen,8315
Surigao del Sur,Carrascal,8318
Surigao del Sur,Cortez,8313
Surigao del Sur,Hinatuan,8310
Surigao del Sur,Lanuza,8314
Surigao del Sur,Lianga,8307
Surigao del Sur,Lingig,8312
Surigao del Sur,Madrid,8316
Surigao del Sur,Malixi,8319
Surigao del Sur,Marihatag,8306
Surigao del Sur,San Agustin,8305
Surigao del Sur,San Miguel,8301
Surigao del Sur,Tagbina,8308
Surigao del Sur,Tago,8302
Surigao del Sur,Tandag,8300
Tarlac,Anao,2310
Tarlac,Bamban,2317
Tarlac,Camiling,2306
Tarlac,Capas,2315
Tarlac,Concepcion,2316
Tarlac,Gerona,2302
Tarlac,La Paz,2314
Tarlac,Mayantoc,2304
Tarlac,Moncada,2308
Tarlac,Paniqui,2307
Tarlac,Pura,2312
Tarlac,Ramos,2311
Tarlac,San Clemente,2305
Tarlac,San Jose,2318
Tarlac,San Manuel,2309
Tarlac,San Miguel,2301
Tarlac,Sta. Ignacia,2303
Tarlac,Tarlac,2300
Tarlac,Victoria,2313
Tawi-Tawi,Bongao,7500
Tawi-Tawi,Languyan,7509
Tawi-Tawi,Mapun (formerly Cagayan de Sulu),7508
Tawi-Tawi,Panglima Sugala (formerly Balimbing),7501
Tawi-Tawi,Sapa-Sapa,7503
Tawi-Tawi,Sibutu,7510
Tawi-Tawi,Simunul,7505
Tawi-Tawi,Sitangkai,7506
Tawi-Tawi,South Ubian,7504
Tawi-Tawi,Turtle Island (Taganak),7507
Tawi-Tawi,Tandu Bas,7502
Zambales,Botolan,2202
Zambales,Cabangan,2203
Zambales,Candelaria,2212
Zambales,Castillejos,2208
Zambales,Iba,2201
Zambales,Masinloc,2211
Zambales,Olongapo City,2200
Zambales,Palauig,2210
Zambales,San Antonio,2206
Zambales,San Felipe,2204
Zambales,San Marcelino,2207
Zambales,San Narciso,2205
Zambales,Sta. Cruz,2213
Zambales,Subic,2209
Zamboanga del Norte,Leon B. Postigo (Bacungan),7125
Zamboanga del Norte,Liloy,7115
Zamboanga del Norte,Manukan,7110
Zamboanga del Norte,Mutia,7107
Zamboanga del Norte,Pinan,7105
Zamboanga del Norte,Polanco,7106
Zamboanga del Norte,Rizal,7104
Zamboanga del Norte,Roxas,7102
Zamboanga del Norte,Salug,7114
Zamboanga del Norte,Sergio Osmeña,7108
Zamboanga del Norte,Siayan,7113
Zamboanga del Norte,Sibuco,7122
Zamboanga del Norte,Sibutad,7103
Zamboanga del Norte,Sindangan,7112
Zamboanga del Norte,Siocon,7120
Zamboanga del Norte,Siraway,7121
Zamboanga del Norte,Tampilisan,7116
Zamboanga del Sur,Aurora,7020
Zamboanga del Sur,Bayog,7011
Zamboanga del Sur,Dimataling,7032
Zamboanga del Sur,Dinas,7030
Zamboanga del Sur,Don Mariano Marcos,7022
Zamboanga del Sur,Dumalinao,7015
Zamboanga del Sur,Dumingag,7028
Zamboanga del Sur,Guipos,7042
Zamboanga del Sur,Josefina,7027
Zamboanga del Sur,Kumalarang,7013
Zamboanga del Sur,Labangan,7017
Zamboanga del Sur,Lakewood,7014
Zamboanga del Sur,Lapuyan,7037
Zamboanga del Sur,Mahayag,7026
Zamboanga del Sur,Margo sa Tubig,7035
Zamboanga del Sur,Midsalip,7021
Zamboanga del Sur,Molave,7023
Zamboanga del Sur,Pagadian City,7016
Zamboanga del Sur,Pitogo,7033
Zamboanga del Sur,Ramon Magsaysay,7024
Zamboanga del Sur,San Miguel,7029
Zamboanga del Sur,San Pablo,7031
Zamboanga del Sur,Tabina,7034
Zamboanga del Sur,Tambulig,7025
Zamboanga del Sur,Tigbao,7043
Zamboanga del Sur,Tukuran,7019
Zamboanga del Sur,Vicencio Sagun,7036
Zamboanga del Sur,Zamboanga City,7000
Zamboanga Sibugay,Alicia,7040
Zamboanga Sibugay,Buug,7009
Zamboanga Sibugay,Diplahan,7039
Zamboanga Sibugay,Imelda,7007
Zamboanga Sibugay,Ipil,7001
Zamboanga Sibugay,Kabasalan,7005
Zamboanga Sibugay,Mabuhay,7010
Zamboanga Sibugay,Malangas,7038
Zamboanga Sibugay,Naga,7004
Zamboanga Sibugay,Olutanga,7041
Zamboanga Sibugay,Payao,7008
Zamboanga Sibugay,Roseller Lim,7002
Zamboanga Sibugay,Siay,7006
Zamboanga Sibugay,Talusan,7012
Zamboanga Sibugay,Titay,7003
Zamboanga Sibugay,Tungawan,7018
